Area,Item,2000,2005,2010,2015,2020,Entity,Land Area(Km2),2000rel,2005rel,2010rel,2015rel,2020rel
Indonesia,All sectors without LULUCF,285294.3,358611.0,447129.0,519146.0,592363.0,Indonesia,1904569.0,0.14979467795600998,0.18828984405395657,0.2347665009773865,0.2725792554640971,0.3110220737605201
Iraq,All sectors without LULUCF,79540.0,116770.0,112490.0,169890.0,212800.0,Iraq,438317.0,0.1814668379278011,0.26640536415425364,0.2566407417462704,0.3875961917972609,0.48549337579879404
Ireland,All sectors without LULUCF,42893.5,44181.6,40720.5,36794.6,31399.66,Ireland,84421.0,0.5080904040463866,0.5233484559529027,0.4823503630613236,0.43584653107639093,0.3719413416093152
Israel,All sectors without LULUCF,62020.0,60330.0,71360.0,69080.0,64280.0,Israel,20770.0,2.9860375541646604,2.904670197400096,3.4357246027924893,3.3259508907077517,3.0948483389504093
Italy,All sectors without LULUCF,462744.0,486187.0,415262.0,343248.0,287134.0,Italy,301340.0,1.5356208933430677,1.6134167385677307,1.3780513705448993,1.1390721444215837,0.9528572376717329
Jamaica,All sectors without LULUCF,10301.0,10408.0,7753.0,8022.8,7455.2,Jamaica,10991.0,0.937221362933309,0.9469566008552452,0.7053953234464562,0.7299426803748522,0.6783004276226003
Japan,All sectors without LULUCF,1283620.0,1310430.0,1240120.0,1219430.0,1036020.0,Japan,377944.0,3.3963232648223016,3.467259699849713,3.2812268484219884,3.2264832885295176,2.7411997544609785
Jordan,All sectors without LULUCF,15350.0,20510.0,20680.0,25350.0,18810.0,Jordan,89342.0,0.1718116899106803,0.22956728078619237,0.2314700812607732,0.2837411295919053,0.21053927604038414
Kazakhstan,All sectors without LULUCF,128510.0,189590.0,259698.48,240156.46,270025.3,Kazakhstan,2724900.0,0.04716136371976953,0.06957686520606261,0.09530569195199824,0.08813404528606554,0.09909548974274285
Kenya,All sectors without LULUCF,10552.689,8560.752,12050.871,16631.08,15971.26,Kenya,580367.0,0.018182786064679764,0.014750583682394071,0.020764225050700677,0.02865614344027142,0.027519242134718205
Kiribati,All sectors without LULUCF,33.53,59.309,59.311,62.943,76.394,Kiribati,811.0,0.04134401972872996,0.07313070283600492,0.0731331689272503,0.07761159062885327,0.09419728729963009
Kuwait,All sectors without LULUCF,55770.0,76410.0,93290.0,101030.0,106260.0,Kuwait,17818.0,3.1299809181726346,4.2883600853069925,5.235716690986643,5.6701088786620275,5.96363228196206
Kyrgyzstan,All sectors without LULUCF,4773.0,5699.0,6512.0,10458.0,10683.0,Kyrgyzstan,199951.0,0.02387084835784767,0.02850198298583153,0.03256797915489295,0.052302814189476424,0.05342808988202109
Latvia,All sectors without LULUCF,7132.19,7974.445,8746.341,15050.18,6548.0388,Latvia,64589.0,0.11042422084255832,0.12346444441003886,0.13541533388038213,0.2330146000092895,0.10138009258542477
Lebanon,All sectors without LULUCF,15490.284,16690.2,19990.117,25810.0053,17940.0,Lebanon,10400.0,1.4894503846153846,1.6048269230769232,1.9221266346153845,2.481731278846154,1.725
Lesotho,All sectors without LULUCF,1855.61,2015.67,2285.95,2336.29,2296.66,Lesotho,30355.0,0.061130291549991764,0.06640322846318564,0.07530719815516389,0.07696557404052051,0.07566002306045132
Liberia,All sectors without LULUCF,437.7,673.4,780.2,1226.0,1443.0,Liberia,111369.0,0.003930178056730329,0.006046565920498522,0.007005540141331969,0.011008449388968205,0.012956926972496835
Libya,All sectors without LULUCF,49660.0,54770.0,64240.0,49290.0,42970.0,Libya,1759540.0,0.02822328563147186,0.03112745376632529,0.036509542266728805,0.02801300339861555,0.024421155529286063
Lithuania,All sectors without LULUCF,12531.2,14993.73,14471.29,15415.97,15361.85,Lithuania,65300.0,0.1919019908116386,0.22961301684532925,0.221612404287902,0.2360791730474732,0.23525038284839203
Luxembourg,All sectors without LULUCF,8578.0,11800.0,10922.0,9169.0,8129.0,Luxembourg,2586.0,3.3170920340293892,4.563031709203403,4.223511214230472,3.545630317092034,3.1434648105181746
Madagascar,All sectors without LULUCF,1913.5,1790.0,2008.0,3558.0,3653.0,Madagascar,587041.0,0.0032595679007088093,0.003049190772024441,0.0034205447319693174,0.006060905456348024,0.00622273401687446
Malawi,All sectors without LULUCF,899.7,942.0,1066.0,1110.0,1316.0,Malawi,118484.0,0.007593430336585531,0.007950440565814794,0.008996995374902941,0.009368353532966476,0.01110698490935485
Malaysia,All sectors without LULUCF,130041.7,183149.6,212857.8,250566.2,262274.2,Malaysia,329847.0,0.3942485455377796,0.5552562248557665,0.645322831494602,0.7596437136005482,0.7951389583655453
Maldives,All sectors without LULUCF,454.31,604.76,939.25,1305.9,1667.71,Maldives,298.0,1.524530201342282,2.0293959731543625,3.1518456375838926,4.382214765100671,5.596342281879195
Mali,All sectors without LULUCF,893.67,989.04,2061.78,3181.56,3892.22,Mali,1240192.0,0.0007205900376715863,0.0007974894209928785,0.0016624683919909177,0.002565376973887914,0.003138401150789555
Malta,All sectors without LULUCF,2152.63,2743.715,2606.654,1677.571,2217.52,Malta,316.0,6.812120253164557,8.68264240506329,8.24890506329114,5.308768987341772,7.017468354430379
Mauritania,All sectors without LULUCF,1124.28,1456.03,2028.13,2996.1,3648.7,Mauritania,1030700.0,0.0010907926651790045,0.0014126612981468904,0.0019677209663335597,0.0029068594159309207,0.0035400213447171823
Mauritius,All sectors without LULUCF,2699.4858,3305.652,3930.352,4224.852,4795.352,Mauritius,2040.0,1.3232773529411765,1.6204176470588236,1.926643137254902,2.071005882352941,2.350662745098039
Mexico,All sectors without LULUCF,426036.4,482180.2,501269.0,500047.0,391475.0,Mexico,1964375.0,0.21688139993636654,0.24546239898186448,0.25517989182309897,0.25455781100859054,0.19928730512249443
Mongolia,All sectors without LULUCF,7516.81,8636.903,14096.791,23506.828,39912.895,Mongolia,1564116.0,0.004805788061755011,0.00552190694296331,0.009012625022696525,0.015028826506473945,0.02551786120722504
Morocco,All sectors without LULUCF,33460.0,44990.0,54600.0,58790.0,63110.0,Morocco,446550.0,0.07493001903482253,0.1007501959467025,0.1222707423580786,0.13165379016907403,0.1413279587952077
Mozambique,All sectors without LULUCF,1478.0,2740.0,3600.0,7360.0,9070.0,Mozambique,799380.0,0.0018489329230153369,0.0034276564337361454,0.004503490204908804,0.009207135530035777,0.01134629337736746
Myanmar,All sectors without LULUCF,10541.6,12070.5,13501.9,22605.0,29463.9,Myanmar,676578.0,0.015580760828758844,0.017840515062564847,0.019956161743361445,0.03341078190541224,0.04354841570373261
Namibia,All sectors without LULUCF,1650.25,2378.2,3180.5,3898.4,4024.86,Namibia,824292.0,0.002002021128435069,0.0028851426436262875,0.0038584627777535144,0.004729392011568716,0.004882808519311118
Nauru,All sectors without LULUCF,84.683,62.728,44.452,55.467,55.087,Nauru,21.0,4.03252380952381,2.987047619047619,2.116761904761905,2.641285714285714,2.6231904761904765
Nepal,All sectors without LULUCF,3106.0,3057.0,4920.0,6830.0,14550.0,Nepal,147181.0,0.021103267405439562,0.02077034399820629,0.03342822782832023,0.04640544635516813,0.0988578688825324
Netherlands,All sectors without LULUCF,188412.2,193712.4,199812.9,179213.1,155113.6,Netherlands,41543.0,4.5353537298702555,4.662937197602484,4.80978504200467,4.313918108947356,3.7338083431625066
New Zealand,All sectors without LULUCF,36223.16,35952.8,34162.6,38332.4,33162.15,New Zealand,268838.0,0.13473973173435305,0.1337340703323191,0.1270750414747915,0.14258549758590677,0.12335365536122127
Nicaragua,All sectors without LULUCF,3752.0,4308.0,4509.0,5302.0,4990.0,Nicaragua,130370.0,0.028779627214850043,0.0330444120579888,0.034586177801641485,0.04066886553654982,0.038275676919536705
Niger,All sectors without LULUCF,779.8,768.6,1231.6,2180.9,2625.0,Niger,1267000.0,0.0006154696132596685,0.0006066298342541437,0.0009720599842146803,0.0017213101815311761,0.0020718232044198894
Nigeria,All sectors without LULUCF,80830.0,107530.0,117500.0,112200.0,148600.0,Nigeria,923768.0,0.08750032475686537,0.11640368577391726,0.12719643893271904,0.12145906764469001,0.16086290064171957
North Macedonia,All sectors without LULUCF,12303.1,11600.9,9037.1,7527.3,7122.7,North Macedonia,25713.0,0.4784778127795279,0.45116866954458834,0.35146035079531757,0.29274297048185743,0.27700773927585265
Norway,All sectors without LULUCF,47590.143,50100.0834,56980.138,54020.196,51940.179,Norway,323802.0,0.14697297422498934,0.15472444086200826,0.17597216200023472,0.16683095224859637,0.1604072210795486
Oman,All sectors without LULUCF,22327.0,31430.0,51710.0,72100.0,77900.0,Oman,309500.0,0.0721389337641357,0.10155088852988692,0.16707592891760906,0.23295638126009693,0.2516962843295638
Pakistan,All sectors without LULUCF,109230.0,139300.0,160600.0,176400.0,262900.0,Pakistan,796095.0,0.13720724285418198,0.1749791168139481,0.20173471759023734,0.22158159516138148,0.3302369692059365
Panama,All sectors without LULUCF,5749.0,6768.0,9104.0,10792.0,10230.0,Panama,75420.0,0.0762264651286131,0.08973747016706445,0.12071068682047202,0.14309201803235216,0.13564041368337312
Papua New Guinea,All sectors without LULUCF,3019.687,5075.958,4777.423,6579.451,8754.111,Papua New Guinea,462840.0,0.006524256762596145,0.010966982110448534,0.01032197519661222,0.014215389767522254,0.018913903292714546
Paraguay,All sectors without LULUCF,3769.2,3976.234,5223.0745,6261.0119,6549.0,Paraguay,406752.0,0.009266580127448666,0.00977557332231925,0.012840931329163715,0.0153927009578318,0.01610071984894973
Peru,All sectors without LULUCF,29096.73,31227.36,43487.98,49818.63,46889.27,Peru,1285216.0,0.022639564088837986,0.02429736324477753,0.03383709819983567,0.038762846089684534,0.03648357163309514
Philippines,All sectors without LULUCF,73540.0,74740.0,84519.0,113531.0,137143.0,Philippines,300000.0,0.24513333333333334,0.24913333333333335,0.28173,0.37843666666666664,0.45714333333333335
Poland,All sectors without LULUCF,309193.0,313997.0,326506.0,299445.0,291703.0,Poland,312685.0,0.9888322113308922,1.0041959160177174,1.0442010329884708,0.9576570670163264,0.932897324783728
Portugal,All sectors without LULUCF,63315.91,67025.5,51342.1,51515.7,39580.7,Portugal,92212.0,0.686634169088622,0.7268630980783413,0.5567832820023424,0.5586659003166615,0.4292358912072181
Qatar,All sectors without LULUCF,39120.0062,55490.0088,79280.0202,120900.0281,107200.0365,Qatar,11586.0,3.3764894010012085,4.7894017607457275,6.842742982910409,10.435010193336785,9.252549326773693
Romania,All sectors without LULUCF,95653.8,102475.0,83843.85,75997.24,72013.3,Romania,238391.0,0.4012475303178392,0.42986102663271686,0.35170727921775574,0.31879240407565723,0.30208061545947623
Rwanda,All sectors without LULUCF,546.7,543.7,599.9,957.2,1053.0,Rwanda,26338.0,0.02075708102361607,0.020643177158478247,0.02277697623206014,0.03634292656997494,0.03998025666337611
Saint Kitts and Nevis,All sectors without LULUCF,172.473,198.62,220.673,235.645,231.641,Saint Kitts and Nevis,261.0,0.660816091954023,0.7609961685823755,0.8454904214559387,0.9028544061302682,0.8875134099616858
Saint Lucia,All sectors without LULUCF,349.9029,339.207,369.301,361.2222,332.2607,Saint Lucia,616.0,0.5680241883116883,0.5506607142857143,0.5995146103896104,0.5863996753246753,0.5393842532467532
Saint Vincent and the Grenadines,All sectors without LULUCF,148.0548,221.2648,221.2848,214.2448,241.2254,Saint Vincent and the Grenadines,389.0,0.38060359897172236,0.5688041131105399,0.5688555269922879,0.5507578406169665,0.6201167095115682
Samoa,All sectors without LULUCF,144.4,162.43,188.39,236.59,341.78,Samoa,2831.0,0.05100671140939597,0.057375485694101024,0.06654539032144118,0.08357117626280466,0.12072765807135287
Sao Tome and Principe,All sectors without LULUCF,48.366,77.781,99.917,115.02,114.14,Sao Tome and Principe,836.0,0.057854066985645936,0.09303947368421053,0.11951794258373206,0.13758373205741625,0.1365311004784689
Saudi Arabia,All sectors without LULUCF,311500.0,425900.0,562700.0,701300.0,613200.0,Saudi Arabia,2149690.0,0.14490461415366868,0.1981215896245505,0.26175867218064,0.3262330847703622,0.285250431457559
Senegal,All sectors without LULUCF,3973.0,5620.0,7400.0,9950.0,11600.0,Senegal,196722.0,0.02019601264728907,0.02856823334451663,0.03761653500879414,0.05057898964020292,0.05896646028405567
Seychelles,All sectors without LULUCF,573.92,691.16,446.38,482.85,399.17,Seychelles,455.0,1.2613626373626372,1.519032967032967,0.9810549450549451,1.0612087912087913,0.8772967032967033
Sierra Leone,All sectors without LULUCF,410.9,488.9,606.3,937.6,1223.9,Sierra Leone,71740.0,0.005727627543908559,0.006814887092277669,0.008451352104822972,0.013069417340395875,0.017060217451909675
Singapore,All sectors without LULUCF,51226.8,41370.7,63334.7,72097.8,46841.3,Singapore,716.0,71.54581005586593,57.78030726256983,88.45628491620111,100.69525139664805,65.42081005586593
Slovakia,All sectors without LULUCF,38082.4,41271.0,38620.3,33650.3,30842.0,Slovakia,49035.0,0.7766370959518711,0.8416641174671153,0.7876068114612013,0.6862506372998879,0.6289793004996431
Slovenia,All sectors without LULUCF,15201.42,16861.49,16033.45,13442.0,12148.59,Slovenia,20273.0,0.7498357421200612,0.8317215015044641,0.790877028560154,0.663049376017363,0.5992497410348739
Solomon Islands,All sectors without LULUCF,231.05,289.96,338.48,301.59,337.03,Solomon Islands,28896.0,0.007995916389811739,0.010034606866002214,0.01171373200442968,0.010437084717607972,0.011663552048726466
Somalia,All sectors without LULUCF,506.5,625.1,646.6,666.7,624.9,Somalia,637657.0,0.0007943141845851296,0.000980307594835468,0.001014024781347966,0.001045546430134069,0.00097999394658884
