Area,Item,2000,2005,2010,2015,2020,Entity,Land Area(Km2),2000rel,2005rel,2010rel,2015rel,2020rel
Central African Republic,All sectors with LULUCF,14236.0646,14204.3646,14238.6775,14273.262,14288.7702,Central African Republic,622984.0,0.022851412877377266,0.022800528745521555,0.02285560704608786,0.022911121312906915,0.022936014729110218
Chad,All sectors with LULUCF,8148.8277,17669.3557,17830.6557,27128.4467,24924.3687,Chad,1284000.0,0.006346439018691589,0.013761180451713395,0.013886803504672897,0.02112807375389408,0.01941150210280374
Chile,All sectors with LULUCF,43552.8875,27461.9337,36980.1293,1603.5853,19846.5716,Chile,756096.0,0.05760232496931606,0.036320696974987306,0.0489093042417894,0.0021208752592263417,0.026248745661926528
China,All sectors with LULUCF,3492459.564,6083334.574,8981484.344,10014817.24,10867491.08,China,9596960.0,0.36391311040162716,0.6338814139060702,0.9358676439205749,1.0435405836848335,1.1323889106550409
Colombia,All sectors with LULUCF,149967.179,141732.1233,158369.9047,144235.7541,172185.1764,Colombia,1138910.0,0.13167605780966013,0.12444541122652361,0.1390539241028703,0.12664368044885022,0.1511841817176072
Comoros,All sectors with LULUCF,164.7556,201.0556,223.3056,231.4456,288.7556,Comoros,2235.0,0.07371615212527964,0.08995776286353467,0.09991302013422819,0.1035550782997763,0.12919713646532438
Congo,All sectors with LULUCF,12995.1112,12759.2587,13773.069,14543.5823,14745.7136,Congo,2345409.0,0.005540658878685978,0.005440099658524377,0.005872352753826731,0.0062008725557035045,0.006287054240859483
Costa Rica,All sectors with LULUCF,7874.0288,6265.4177,7068.4177,150.5022,803.7714,Costa Rica,51100.0,0.1540905831702544,0.12261091389432485,0.13832519960861056,0.002945248532289628,0.015729381604696672
Croatia,All sectors with LULUCF,19616.0603,23504.5842,20876.9739,17409.0245,13243.4229,Croatia,56594.0,0.34661024666925827,0.41531936601053115,0.36889023394706155,0.3076125472664947,0.23400754320245962
Cuba,All sectors with LULUCF,16025.134,16446.7077,24336.7127,16924.6653,20796.282,Cuba,110860.0,0.14455289554392928,0.14835565307595164,0.2195265442900956,0.1526670151542486,0.18759049251307955
Cyprus,All sectors with LULUCF,7001.4654,7153.4437,7367.4437,6336.8072,5926.2889,Cyprus,9251.0,0.7568333585558318,0.7732616690087558,0.7963943033185601,0.6849861852772673,0.6406106258782834
Czechia,All sectors with LULUCF,119395.401,117746.3725,110067.1931,100287.1088,83554.9551,Czechia,78871.0,1.5138061011017991,1.4928981818412344,1.395534392869369,1.271533374751176,1.0593875454856665
Denmark,All sectors with LULUCF,55293.3111,50611.6674,48834.3864,31836.7654,26511.632,Denmark,43094.0,1.283086069986541,1.1744481227084977,1.133206163270989,0.7387748967373649,0.615204715273588
Djibouti,All sectors with LULUCF,369.28,416.32,519.73,435.1,371.8059,Djibouti,23200.0,0.015917241379310342,0.017944827586206896,0.022402155172413795,0.018754310344827586,0.016026116379310344
Dominica,All sectors with LULUCF,188.1922,155.2816,172.5816,174.1702,137.0738,Dominica,751.0,0.25058881491344875,0.2067664447403462,0.22980239680426098,0.23191770972037282,0.18252170439414114
Dominican Republic,All sectors with LULUCF,12351.849,16072.7985,18732.8525,22395.008,21573.137,Dominican Republic,48670.0,0.2537877337168687,0.330240363673721,0.38489526402301216,0.4601398808300802,0.44325327717279633
Ecuador,All sectors with LULUCF,58237.2593,59942.5511,65792.9011,59213.7256,61197.9177,Ecuador,283561.0,0.20537824066073965,0.21139208530087,0.2320238012279545,0.20882182528626997,0.21581923360405697
Egypt,All sectors with LULUCF,147190.9331,173529.4609,211629.4919,233815.5412,243283.2477,Egypt,1001450.0,0.1469778152678616,0.17327820749912629,0.2113230734435069,0.23347699955065157,0.24293099775325777
El Salvador,All sectors with LULUCF,6818.08,7501.08,7502.08,7899.08,7805.08,El Salvador,21041.0,0.3240378309015731,0.3564982652915736,0.3565457915498313,0.3754137160781332,0.37094624780191054
Equatorial Guinea,All sectors with LULUCF,6593.5145,12625.9045,12483.9045,10804.3629,11142.9378,Equatorial Guinea,28051.0,0.2350545256853588,0.45010532601333286,0.44504311789241024,0.3851685465758797,0.39723852269081317
Eritrea,All sectors with LULUCF,1045.6496,1231.4148,962.2148,1042.356,1125.8724,Eritrea,117600.0,0.008891578231292517,0.010471214285714285,0.008182098639455782,0.008863571428571429,0.009573744897959183
Estonia,All sectors with LULUCF,18064.6878,20314.0859,22347.9082,16939.2125,20623.2594,Estonia,45228.0,0.39941381002918547,0.44914844565313516,0.4941166578225878,0.3745293291766163,0.45598433271424776
Eswatini,All sectors with LULUCF,1084.1952,884.5612,894.7812,851.0815,771.1469,Eswatini,17364.0,0.06243925362819627,0.050942248329877905,0.05153082239115411,0.04901413844736236,0.04441067150426169
Ethiopia,All sectors with LULUCF,28713.1046,34890.6471,36369.8906,43156.7286,45997.1036,Ethiopia,1104300.0,0.026001181381870866,0.03159526134202662,0.032934791813818705,0.03908061994023363,0.04165272444082224
Fiji,All sectors with LULUCF,-1727.8504,-1532.05,-1425.9234,-516.0108,30.5532,Fiji,18274.0,-0.09455239137572508,-0.08383769289701215,-0.0780301740177301,-0.028237430228740288,0.0016719492174674402
Finland,All sectors with LULUCF,28851.6491,47679.9053,55797.4691,-2864.4306,50915.57,Finland,338145.0,0.08532330538674238,0.1410043185615638,0.16501048100666874,-0.008471012731224772,0.15057318605923495
France,All sectors with LULUCF,367617.3658,350693.5507,318655.6151,281662.5046,220304.6317,France,643801.0,0.5710108648479888,0.5447235259031906,0.4949598013982581,0.4374993275872513,0.3421936773941016
Gabon,All sectors with LULUCF,9895.2755,9333.8132,8895.5444,12926.9769,11620.2058,Gabon,267667.0,0.03696860464681862,0.0348709896998883,0.03323362386846343,0.04829499676837264,0.04341291903746072
Gambia,All sectors with LULUCF,810.3371,862.5171,966.5271,1058.8351,1205.6191,Gambia,11300.0,0.07171124778761062,0.07632894690265488,0.08553337168141593,0.09370222123893805,0.10669195575221238
Georgia,All sectors with LULUCF,-12569.5508,2534.641,3607.841,10540.0,9650.0,Georgia,69700.0,-0.1803378880918221,0.03636500717360115,0.051762424677187946,0.15121951219512195,0.13845050215208035
Germany,All sectors with LULUCF,837526.9386,831609.503,793988.1195,749068.4079,592188.1812,Germany,357022.0,2.3458692702410495,2.3292948417744563,2.22391930889413,2.098101539681028,1.658688207449401
Ghana,All sectors with LULUCF,16331.4426,52816.232,55738.9256,45970.4961,-5088.1732,Ghana,238533.0,0.06846617700695501,0.22142106962139413,0.23367385477061875,0.19272174541887285,-0.02133110806471222
Greece,All sectors with LULUCF,91111.2861,98608.2984,83926.5309,68903.1388,53447.3619,Greece,131957.0,0.6904619391165304,0.7472759944527384,0.636014238729283,0.5221635744977531,0.40503620042892763
Grenada,All sectors with LULUCF,191.921,217.08,261.15,261.1,267.13,Grenada,349.0,0.5499169054441261,0.6220057306590259,0.7482808022922636,0.748137535816619,0.7654154727793696
Guatemala,All sectors with LULUCF,25976.2987,25886.9296,24916.9296,23332.6016,17349.9627,Guatemala,108889.0,0.23855760177795737,0.2377368659827898,0.2288287118074369,0.21427877563390244,0.15933622955486781
Guinea,All sectors with LULUCF,12017.5214,12697.2878,13365.5078,13372.2702,15528.7948,Guinea,245857.0,0.04888012706573333,0.05164501234457428,0.05436293373790455,0.05439043915772177,0.06316189817658233
Guinea-Bissau,All sectors with LULUCF,1640.4985,1707.5485,1733.3685,1774.5225,1875.42,Guinea-Bissau,36125.0,0.045411723183391,0.0472677785467128,0.04798251903114187,0.04912173010380623,0.05191474048442907
Guyana,All sectors with LULUCF,8577.426,9516.3717,9765.0069,17522.6557,15209.111,Guyana,214969.0,0.039900757783680435,0.04426857686457117,0.04542518642222832,0.08151247714786783,0.07075025236196847
Haiti,All sectors with LULUCF,1432.172,2146.389,2192.389,3874.3913,3738.634,Haiti,27750.0,0.0516098018018018,0.07734735135135136,0.07900500900900902,0.1396177045045045,0.13472554954954954
Honduras,All sectors with LULUCF,10559.0368,13044.0944,13409.9944,16162.0668,15147.6634,Honduras,112090.0,0.09420141671870819,0.1163716156659827,0.11963595682041217,0.14418830225711482,0.13513840128468194
Hungary,All sectors with LULUCF,60037.8515,62928.0787,55506.5312,48753.1787,51391.6467,Hungary,93028.0,0.6453739895515328,0.6764423474652792,0.5966647804961946,0.5240699434578836,0.5524320279915724
Iceland,All sectors with LULUCF,3658.0767,3883.564,4499.444,4364.2966,3618.043,Iceland,103000.0,0.035515307766990294,0.03770450485436893,0.04368392233009709,0.04237181165048543,0.03512663106796116
India,All sectors with LULUCF,856192.41,1286553.774,1770853.978,2328036.609,2465565.037,India,3287263.0,0.2604575326038714,0.3913753703308801,0.5387016426735555,0.7081990729065487,0.7500358313283726
Indonesia,All sectors with LULUCF,738925.3458,780442.9013,735213.8296,1531308.554,1082894.641,Indonesia,1904569.0,0.3879750987231232,0.4097740230466841,0.38602635535913904,0.8040184178152643,0.568577269187937
Iraq,All sectors with LULUCF,79402.6247,116718.2963,112438.2963,169974.7,213296.1,Iraq,438317.0,0.18115342252296854,0.26628740454967526,0.256522782141692,0.3877894309369703,0.4866252050456633
Ireland,All sectors with LULUCF,50520.0126,52057.9665,48504.9415,44433.1213,38365.183,Ireland,84421.0,0.5984294500183603,0.6166471197924688,0.5745601390649246,0.5263278248303147,0.4544507053932078
Israel,All sectors with LULUCF,61995.756,60322.784,71352.784,69034.988,64361.7667,Israel,20770.0,2.9848702936928264,2.904322773230621,3.435377178623014,3.323783726528647,3.098785108329321
Italy,All sectors with LULUCF,428131.8222,451385.5812,380457.398,308491.9369,274213.2477,Italy,301340.0,1.4207600126103406,1.4979278595606293,1.262551928054689,1.0237337787880798,0.9099795835269131
Jamaica,All sectors with LULUCF,10717.1665,7955.1021,5310.5145,8243.0532,7599.5237,Jamaica,10991.0,0.9750856609953598,0.7237832863251752,0.4831693658447821,0.7499820944409062,0.6914315075971249
Japan,All sectors with LULUCF,1208090.625,1213105.482,1142273.719,1169964.486,1004220.297,Japan,377944.0,3.196480497110683,3.209749280316661,3.0223358989691596,3.0956027506720574,2.6570610910611094
Jordan,All sectors with LULUCF,15350.0,20510.0,20680.0,25350.0,18810.0,Jordan,89342.0,0.1718116899106803,0.22956728078619237,0.2314700812607732,0.2837411295919053,0.21053927604038414
Kazakhstan,All sectors with LULUCF,127687.3455,188076.3663,258184.8463,230295.667,267041.4375,Kazakhstan,2724900.0,0.04685946108114059,0.06902138291313442,0.09475020965907006,0.08451527285404968,0.09800045414510625
Kenya,All sectors with LULUCF,6257.4558,23729.2929,27217.3444,24972.9575,8398.9284,Kenya,580367.0,0.01078189455982163,0.04088670255200589,0.04689678151928005,0.04302959592809378,0.014471753907441327
Kiribati,All sectors with LULUCF,33.53,59.309,59.311,62.943,76.394,Kiribati,811.0,0.04134401972872996,0.07313070283600492,0.0731331689272503,0.07761159062885327,0.09419728729963009
Kuwait,All sectors with LULUCF,55750.9513,76387.0014,93267.0014,101019.7799,106257.0232,Kuwait,17818.0,3.1289118475698734,4.287069334380963,5.234425940060612,5.669535295768324,5.963465214951173
Kyrgyzstan,All sectors with LULUCF,3750.1337,5689.7365,6502.7365,9718.4619,7416.1619,Kyrgyzstan,199951.0,0.018755263539567194,0.028455654135263138,0.03252165030432456,0.048604217533295656,0.03708989652464854
Latvia,All sectors with LULUCF,-2894.8718,-3118.7173,-2173.5058,15265.6662,6643.3391,Latvia,64589.0,-0.044819888835560234,-0.048285579587855516,-0.033651330721949556,0.23635086779482573,0.10285558067163139
Lebanon,All sectors with LULUCF,15503.2152,16697.372,19997.289,25734.0669,17861.4869,Lebanon,10400.0,1.4906937692307693,1.6055165384615384,1.9228162500000001,2.4744295096153848,1.7174506634615385
Lesotho,All sectors with LULUCF,1855.61,2015.67,2285.95,2336.29,2296.66,Lesotho,30355.0,0.061130291549991764,0.06640322846318564,0.07530719815516389,0.07696557404052051,0.07566002306045132
Liberia,All sectors with LULUCF,13831.5115,14082.181,14189.8273,14636.0579,14849.7467,Liberia,111369.0,0.12419534610169797,0.12644614749167182,0.12741272077508103,0.13141949644874246,0.1333382422397615
Libya,All sectors with LULUCF,49660.0,54770.0,64240.0,49290.0,42970.0,Libya,1759540.0,0.02822328563147186,0.03112745376632529,0.036509542266728805,0.02801300339861555,0.024421155529286063
Lithuania,All sectors with LULUCF,18217.2145,20084.5072,19542.0308,14342.6439,19703.4922,Lithuania,65300.0,0.27897725114854516,0.3075728514548239,0.2992654027565084,0.21964232618683,0.30173801225114855
Luxembourg,All sectors with LULUCF,8027.8523,11285.7023,10407.7023,8931.1355,7853.8019,Luxembourg,2586.0,3.104351237432328,4.364154021655066,4.024633526682135,3.453648685228152,3.0370463650425368
Madagascar,All sectors with LULUCF,29820.5883,22788.5713,23009.407,12599.2152,12712.5603,Madagascar,587041.0,0.05079813556463688,0.0388193862098218,0.039195570667125465,0.021462240627145295,0.021655319304784502
Malawi,All sectors with LULUCF,8827.1236,8885.0114,9019.6577,9028.5536,9223.0626,Malawi,118484.0,0.07450055366125384,0.07498912426994361,0.0761255334053543,0.07620061442895243,0.07784226224637925
Malaysia,All sectors with LULUCF,233453.1876,287558.7896,319234.8882,130852.158,327429.1302,Malaysia,329847.0,0.7077620460395274,0.8717944671317308,0.9678271689601542,0.396705618059282,0.9926697232353182
Maldives,All sectors with LULUCF,454.31,604.76,939.25,1305.9,1667.71,Maldives,298.0,1.524530201342282,2.0293959731543625,3.1518456375838926,4.382214765100671,5.596342281879195
Mali,All sectors with LULUCF,893.67,989.04,2061.78,3181.56,3892.22,Mali,1240192.0,0.0007205900376715863,0.0007974894209928785,0.0016624683919909177,0.002565376973887914,0.003138401150789555
Malta,All sectors with LULUCF,2152.5072,2743.2655,2606.2045,1677.2661,2212.9852,Malta,316.0,6.81173164556962,8.68121993670886,8.247482594936708,5.307804113924051,7.003117721518987
Mauritania,All sectors with LULUCF,1522.4049,1851.9075,2424.0075,3391.7248,2566.212,Mauritania,1030700.0,0.0014770591830794606,0.0017967473561657126,0.002351807024352382,0.003290700300766469,0.0024897758804695836
Mauritius,All sectors with LULUCF,2676.5485,3390.2151,4014.9151,4229.9799,4770.3274,Mauritius,2040.0,1.3120335784313726,1.6618701470588235,1.968095637254902,2.0735195588235293,2.3383957843137257
Mexico,All sectors with LULUCF,448347.905,415449.3912,434538.1912,513897.0384,405922.7793,Mexico,1964375.0,0.22823946802418074,0.21149189497931914,0.2212093878205536,0.26160841916640154,0.20664220390709512
Mongolia,All sectors with LULUCF,31111.2522,32172.3357,37702.4498,46260.8312,62366.3849,Mongolia,1564116.0,0.019890629723115165,0.0205690215431592,0.024104637891307297,0.029576342931086953,0.039873247828166196
Morocco,All sectors with LULUCF,28565.6862,40466.1562,50076.1562,57349.5305,61170.8012,Morocco,446550.0,0.0639697373194491,0.09061954137274661,0.11214008778412271,0.12842801589967529,0.13698533467696786
Mozambique,All sectors with LULUCF,49834.66,51667.666,52527.666,52940.6786,61897.5534,Mozambique,799380.0,0.06234163977082239,0.0646346743726388,0.06571050814381145,0.06622717431009031,0.07743195151242212
Myanmar,All sectors with LULUCF,148447.4023,132002.9123,136133.8135,128614.972,131409.3332,Myanmar,676578.0,0.2194091476518598,0.19510376083762698,0.20120934097768475,0.19009629636198633,0.19422643538512926
Namibia,All sectors with LULUCF,12210.4157,12938.4847,13741.1274,14458.8193,14586.6538,Namibia,824292.0,0.01481321631169537,0.01569648219320338,0.016670218078059715,0.01754089485279488,0.017695978852154334
Nauru,All sectors with LULUCF,84.683,62.728,44.452,55.467,55.087,Nauru,21.0,4.03252380952381,2.987047619047619,2.116761904761905,2.641285714285714,2.6231904761904765
Nepal,All sectors with LULUCF,1267.3755,-1646.2632,206.3861,9289.2723,16921.3214,Nepal,147181.0,0.008610999381713672,-0.01118529701523974,0.0014022604819915615,0.06311461601701307,0.11496946888525014
Netherlands,All sectors with LULUCF,195276.1813,200124.1526,206224.979,185869.1523,161749.416,Netherlands,41543.0,4.700579671665503,4.81727734154972,4.964133042871242,4.474138899453578,3.8935420167055823
New Caledonia,All sectors with LULUCF,-207.8877,-36.1947,-36.1947,30.9357,30.9357,New Caledonia,19060.0,-0.010907014690451206,-0.0018989874081846798,-0.0018989874081846798,0.0016230692549842603,0.0016230692549842603
New Zealand,All sectors with LULUCF,11631.139,14436.8611,12642.5887,22932.6293,23857.7889,New Zealand,268838.0,0.04326449013904284,0.053700968985039316,0.0470267919713731,0.08530278197278658,0.08874410946369189
Nicaragua,All sectors with LULUCF,23244.7479,27908.3564,28107.5408,16256.5035,24474.3469,Nicaragua,130370.0,0.1782982887167293,0.214070387359055,0.21559822658587097,0.12469512541228811,0.18772989874971235
Niger,All sectors with LULUCF,6450.4635,1999.9455,2462.9455,3410.6362,3869.1022,Niger,1267000.0,0.005091131412786109,0.0015784889502762432,0.0019439191002367797,0.002691899131807419,0.0030537507498026835
Nigeria,All sectors with LULUCF,126822.6758,153522.9575,163492.9575,158192.9575,194591.2677,Nigeria,923768.0,0.13728844883130828,0.16619211479505674,0.17698486795385854,0.1712474966658295,0.21064950041568878
North Macedonia,All sectors with LULUCF,12303.1,11600.9,9037.1,7527.3,7122.7,North Macedonia,25713.0,0.4784778127795279,0.45116866954458834,0.35146035079531757,0.29274297048185743,0.27700773927585265
Norway,All sectors with LULUCF,36503.7477,31289.401,38244.3136,39212.5935,37157.913,Norway,323802.0,0.11273478144050994,0.09663127775615964,0.11811018338367274,0.12110052902699799,0.11475504474956918
Oman,All sectors with LULUCF,22327.0,31430.0,51710.0,72100.0,77919.107,Oman,309500.0,0.0721389337641357,0.10155088852988692,0.16707592891760906,0.23295638126009693,0.25175801938610665
Pakistan,All sectors with LULUCF,117276.7602,146365.3035,167665.3035,181853.1763,269895.417,Pakistan,796095.0,0.14731503174872346,0.18385406703973772,0.210609667816027,0.22843150164239193,0.33902413279822136
Panama,All sectors with LULUCF,11574.3413,11001.4303,13332.6953,15021.352,14457.1264,Panama,75420.0,0.1534651458499072,0.14586887165208168,0.17677930654998672,0.1991693450013259,0.1916882312383983
Papua New Guinea,All sectors with LULUCF,29420.3363,31048.1745,29641.5992,38377.9069,41982.2481,Papua New Guinea,462840.0,0.06356480922132918,0.06708187386569874,0.06404286405669346,0.08291830200501253,0.09070574734249416
Paraguay,All sectors with LULUCF,45801.2798,60279.4506,61526.2911,74430.6501,52516.5322,Paraguay,406752.0,0.1126024698096137,0.1481970601250885,0.15126241813193297,0.1829877913323106,0.12911192126897963
Peru,All sectors with LULUCF,88826.4518,96071.1076,108325.0626,138643.6263,136636.9147,Peru,1285216.0,0.06911402581355974,0.07475094272091229,0.08428549177725768,0.10787573940878421,0.10631435859808779
Philippines,All sectors with LULUCF,75944.1009,77123.2549,86902.2549,115960.552,139605.1111,Philippines,300000.0,0.25314700300000004,0.2570775163333333,0.289674183,0.3865351733333333,0.4653503703333334
Poland,All sectors with LULUCF,311470.8511,257982.9104,270440.2184,287874.6846,274239.3329,Poland,312685.0,0.9961170222428324,0.8250568796072725,0.8648966800454132,0.9206539635735643,0.8770466536610326
Portugal,All sectors with LULUCF,64719.407,67570.2007,51886.2464,50662.2574,39827.9523,Portugal,92212.0,0.7018544983299354,0.7327701459679868,0.5626843187437645,0.54941067756908,0.43191723745282606
Puerto Rico,All sectors with LULUCF,-1157.5904,-2195.6142,-2204.6738,-532.2177,-2629.9635,Puerto Rico,9104.0,-0.12715184534270652,-0.24117027680140599,-0.24216539982425309,-0.05845976493848858,-0.2888799978031634
Qatar,All sectors with LULUCF,39120.0062,55490.0088,79280.0202,120900.0281,107200.0365,Qatar,11586.0,3.3764894010012085,4.7894017607457275,6.842742982910409,10.435010193336785,9.252549326773693
Romania,All sectors with LULUCF,96304.0823,99733.9203,81107.3899,-209168.9497,49097.1837,Romania,238391.0,0.40397532750816934,0.41836277502086905,0.34022840585424785,-0.8774196580407817,0.2059523375463
Rwanda,All sectors with LULUCF,3040.653,2805.2011,2862.8828,2323.7593,2313.4009,Rwanda,26338.0,0.11544737641430632,0.10650774925962489,0.10869780545219834,0.08822838863998786,0.08783510137443998
Saint Kitts and Nevis,All sectors with LULUCF,172.473,198.62,220.673,235.645,231.641,Saint Kitts and Nevis,261.0,0.660816091954023,0.7609961685823755,0.8454904214559387,0.9028544061302682,0.8875134099616858
Saint Lucia,All sectors with LULUCF,211.9,218.0845,248.1785,215.0014,185.8876,Saint Lucia,616.0,0.3439935064935065,0.3540332792207792,0.40288717532467533,0.34902824675324673,0.3017655844155844
Saint Vincent and the Grenadines,All sectors with LULUCF,101.2278,221.2648,221.2848,214.2448,241.2254,Saint Vincent and the Grenadines,389.0,0.26022570694087405,0.5688041131105399,0.5688555269922879,0.5507578406169665,0.6201167095115682
Samoa,All sectors with LULUCF,251.7861,269.0643,295.0243,345.384,448.4136,Samoa,2831.0,0.08893892617449664,0.09504214058636525,0.1042120452137054,0.12200070646414694,0.15839406570116565
Sao Tome and Principe,All sectors with LULUCF,57.395,86.81,108.946,330.3274,329.4474,Sao Tome and Principe,836.0,0.0686543062200957,0.10383971291866029,0.1303181818181818,0.3951284688995215,0.39407583732057416
Saudi Arabia,All sectors with LULUCF,311500.0,425900.0,562700.0,701300.0,613200.0,Saudi Arabia,2149690.0,0.14490461415366868,0.1981215896245505,0.26175867218064,0.3262330847703622,0.285250431457559
