Area,Item,2000,2005,2010,2015,2020,Entity,Land Area(Km2),2000rel,2005rel,2010rel,2015rel,2020rel
Senegal,All sectors with LULUCF,8859.2927,11988.9138,13768.9138,14421.4654,15929.6657,Senegal,196722.0,0.04503458027063572,0.06094343184798853,0.06999173351226604,0.07330885920232612,0.08097551722735637
Seychelles,All sectors with LULUCF,573.92,691.16,446.38,482.85,399.17,Seychelles,455.0,1.2613626373626372,1.519032967032967,0.9810549450549451,1.0612087912087913,0.8772967032967033
Sierra Leone,All sectors with LULUCF,3756.2704,3834.2704,3951.6704,4282.8008,4569.7792,Sierra Leone,71740.0,0.05235949818790075,0.05344675773626986,0.055083222748815164,0.059698923891831616,0.06369918037357122
Singapore,All sectors with LULUCF,51176.8945,41316.4567,63280.4567,72047.7477,46873.9369,Singapore,716.0,71.47610963687151,57.70454846368715,88.38052611731844,100.62534594972068,65.46639231843575
Slovakia,All sectors with LULUCF,28679.6295,32900.0843,30250.4371,26075.8336,29809.4499,Slovakia,49035.0,0.5848807892321811,0.6709510410930968,0.6169152054654838,0.5317800265116753,0.6079218904863872
Slovenia,All sectors with LULUCF,5849.5968,5344.1705,4521.5354,10822.2611,12511.1531,Slovenia,20273.0,0.2885412519114093,0.26361024515365267,0.2230323780397573,0.5338263256548118,0.6171337789177724
Solomon Islands,All sectors with LULUCF,4143.3816,1982.3327,2030.8527,-17523.1191,45747.6743,Solomon Islands,28896.0,0.14338945182724253,0.06860232212070874,0.07028144725913621,-0.6064202346345515,1.5831836344130674
Somalia,All sectors with LULUCF,17858.6517,17977.2517,17998.7517,18018.8517,17977.0517,Somalia,637657.0,0.02800667396421587,0.028192667374466213,0.028226384560978708,0.02825790620976481,0.02819235372621958
South Africa,All sectors with LULUCF,473832.0188,504113.8466,534316.611,516110.3816,486369.6678,South Africa,1219090.0,0.3886768153294671,0.41351651362901837,0.4382913574879624,0.4233570791327958,0.39896124798005067
Spain,All sectors with LULUCF,264162.233,342415.8576,264624.9544,257823.2338,202116.5238,Spain,505370.0,0.5227105546431328,0.6775547768961355,0.5236261638007796,0.5101672711082968,0.3999377165245266
Sri Lanka,All sectors with LULUCF,14683.0821,14419.2983,15467.4011,20437.3258,24761.7759,Sri Lanka,65610.0,0.22379335619570187,0.2197728745618046,0.23574761621704007,0.31149711629324794,0.3774085642432556
Suriname,All sectors with LULUCF,5562.8654,5452.6332,6259.7376,10853.0806,11933.7571,Suriname,163820.0,0.03395718105237455,0.0332842949578806,0.03821107068733977,0.06625003418386033,0.07284676535221585
Sweden,All sectors with LULUCF,59386.0261,48850.3513,50952.883,23466.6962,30063.0494,Sweden,450295.0,0.13188249058950244,0.10848521813477832,0.11315444986064692,0.05211405012269734,0.06676300958260696
Switzerland,All sectors with LULUCF,38542.1201,40023.6739,37672.2441,34191.5472,27954.7531,Switzerland,41277.0,0.9337432492671464,0.9696362114494755,0.9126691401991425,0.8283438040555273,0.677247694842164
Tajikistan,All sectors with LULUCF,2900.5716,2859.8773,2868.8773,5268.215,6391.3452,Tajikistan,144100.0,0.020128879944483,0.019846476752255378,0.019908933379597503,0.03655943789035392,0.044353540596807774
Thailand,All sectors with LULUCF,191351.2087,201477.4525,237749.445,300465.7472,302591.8299,Thailand,513120.0,0.3729170733941378,0.3926517237683193,0.463340826707203,0.5855662363579669,0.5897096778531338
Togo,All sectors with LULUCF,4018.9443,2695.2889,3576.3149,3653.973,4425.1621,Togo,56785.0,0.07077475213524699,0.04746480408558598,0.06297992251474861,0.06434750374218544,0.07792836312406444
Tonga,All sectors with LULUCF,95.876,114.579,117.527,121.58,181.629,Tonga,747.0,0.12834805890227577,0.1533855421686747,0.15733199464524766,0.16275769745649263,0.243144578313253
Trinidad and Tobago,All sectors with LULUCF,34371.9145,53036.3541,64336.3541,60012.1329,44925.8828,Trinidad and Tobago,5128.0,6.702791439157566,10.342502749609984,12.546090893135725,11.702834028861155,8.760897581903276
Tunisia,All sectors with LULUCF,19271.8135,21361.9961,26741.9961,34220.4193,19994.7192,Tunisia,163610.0,0.1177911710775625,0.13056656744697756,0.16344964305360307,0.2091584823666035,0.12220963999755516
Turkmenistan,All sectors with LULUCF,37979.0,48796.5443,58553.5443,74710.0,82680.0,Turkmenistan,488100.0,0.0778098750256095,0.09997243249334153,0.11996218869084205,0.15306289694734684,0.16939151813153042
Tuvalu,All sectors with LULUCF,7.1071,10.8141,7.1442,10.8501,12.4372,Tuvalu,26.0,0.27335,0.4159269230769231,0.2747769230769231,0.41731153846153846,0.4783538461538462
Uganda,All sectors with LULUCF,15778.2919,16464.1161,18062.646,19029.0766,20437.3011,Uganda,241038.0,0.06545976941395133,0.06830506434670051,0.07493692280885172,0.07894637609007708,0.08478871007890872
Ukraine,All sectors with LULUCF,332855.2872,364328.9045,319666.0532,213870.4192,182501.7393,Ukraine,603550.0,0.5514957952116644,0.6036432847320023,0.5296430340485462,0.35435410355397234,0.30238048098749065
United Arab Emirates,All sectors with LULUCF,115500.0,119310.0,163700.0,251000.0,179800.0,United Arab Emirates,83600.0,1.381578947368421,1.427153110047847,1.958133971291866,3.0023923444976077,2.150717703349282
Uruguay,All sectors with LULUCF,-7848.5679,-4122.2435,-3551.4403,-56.0899,6307.0286,Uruguay,176215.0,-0.04453972647050478,-0.0233932610731209,-0.020154018102885682,-0.0003183037766364952,0.03579166699770167
Uzbekistan,All sectors with LULUCF,125526.4369,111674.7574,98664.7574,105016.1995,112494.5081,Uzbekistan,447400.0,0.2805687011622709,0.24960830889584265,0.22052918506928923,0.2347255241394725,0.2514405634778722
Vanuatu,All sectors with LULUCF,86.99,61.63,124.11,135.17,163.37,Vanuatu,12189.0,0.007136762654852736,0.005056198211502174,0.010182131429977849,0.011089506932480104,0.013403068340306834
Yemen,All sectors with LULUCF,15481.0,20896.0,24220.0,14136.0,16622.0,Yemen,527968.0,0.029321852839566034,0.03957815625189406,0.04587399236317353,0.026774349960603672,0.03148296866476756
Zambia,All sectors with LULUCF,19972.2641,20454.8043,20743.1911,37821.101,39743.9226,Zambia,752618.0,0.02653705345872674,0.02717820235497955,0.027561380540991578,0.05025271917493337,0.052807563199391984
Zimbabwe,All sectors with LULUCF,24989.5193,22536.2547,19320.2547,24049.9677,97216.739,Zimbabwe,390757.0,0.06395155889721746,0.057673323062670666,0.04944314420471035,0.061547119309442955,0.24879078045946715
